ListSchema={"schemaXmlList":["<Field Type=\"Text\" Calculated=\"FALSE\" ID=\"{fa564e0f-0c70-4ab9-b863-0177e6ddd247}\" Name=\"Title\" DisplayName=\"Título\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"Title\" FromBaseType=\"TRUE\" Required=\"FALSE\" ShowInNewForm=\"FALSE\" Sealed=\"FALSE\" />","<Field Type=\"Number\" Calculated=\"FALSE\" DisplayName=\"Campo1\" ID=\"{05cffc3e-9e99-45ee-9e54-23372d9c362a}\" StaticName=\"Campo1\" Name=\"Campo1\" Percentage=\"FALSE\" CustomFormatter=\"\" Required=\"FALSE\" EnforceUniqueValues=\"TRUE\" Indexed=\"TRUE\" />","<Field Type=\"Number\" Calculated=\"FALSE\" DisplayName=\"Nº Necessidade\" ID=\"{845e4ccf-b9e6-41fe-9082-74801db49447}\" StaticName=\"N_x00ba__x0020_Necessidade\" Name=\"N_x00ba__x0020_Necessidade\" Percentage=\"FALSE\" />","<Field Type=\"Text\" Calculated=\"FALSE\" DisplayName=\"Ano\" ID=\"{39410a7a-60e1-4bbe-83e4-c2586df519d9}\" StaticName=\"Ano\" Name=\"Ano\" MaxLength=\"255\" />","<Field Type=\"Text\" Calculated=\"FALSE\" DisplayName=\"Entidade Pagadora\" ID=\"{e273bbd4-6ba8-4d08-9b36-5c3145544bb3}\" StaticName=\"Entidade_x0020_Pagadora\" Name=\"Entidade_x0020_Pagadora\" MaxLength=\"255\" />","<Field Type=\"Text\" Calculated=\"FALSE\" DisplayName=\"Entidade Recetora\" ID=\"{5545d9d0-d07b-46d7-825a-a78ce8f584a8}\" StaticName=\"Entidade_x0020_Recetora\" Name=\"Entidade_x0020_Recetora\" MaxLength=\"255\" />","<Field Type=\"Text\" Calculated=\"FALSE\" DisplayName=\"Edifício\" ID=\"{f9dd8f69-184d-4790-8add-a5df971e347a}\" StaticName=\"Edif_x00ed_cio\" Name=\"Edif_x00ed_cio\" MaxLength=\"255\" />","<Field Type=\"Text\" Calculated=\"FALSE\" DisplayName=\"Grupo\" ID=\"{a8056298-0ed0-48b2-98e0-520e51f68d62}\" StaticName=\"Grupo\" Name=\"Grupo\" MaxLength=\"255\" />","<Field Type=\"Text\" Calculated=\"FALSE\" DisplayName=\"Nº Documento\" ID=\"{cee8d8ee-2324-42d5-9e05-e71788973fa3}\" StaticName=\"N_x00ba__x0020_Documento\" Name=\"N_x00ba__x0020_Documento\" MaxLength=\"255\" />","<Field Type=\"Currency\" Calculated=\"FALSE\" DisplayName=\"Valor do Documento\" LCID=\"2070\" ID=\"{ba523982-88b6-46cd-9c96-8b88a05ed867}\" StaticName=\"Valor_x0020_do_x0020_Documento\" Name=\"Valor_x0020_do_x0020_Documento\" Decimals=\"2\" Max=\"922337203685477\" Min=\"-922337203685477\"><DefaultFormula /><Default>0</Default><DefaultFormulaValue /></Field>","<Field Type=\"DateTime\" Calculated=\"FALSE\" DisplayName=\"Data Entrada\" ID=\"{0fbc7160-aa32-4422-bcf8-02dd5ce86e23}\" StaticName=\"Data_x0020_Entrada\" Name=\"Data_x0020_Entrada\" Format=\"DateOnly\" CustomFormatter=\"\" Required=\"FALSE\" EnforceUniqueValues=\"FALSE\" Indexed=\"FALSE\" CalType=\"0\" FriendlyDisplayFormat=\"Disabled\" />","<Field Type=\"Text\" Calculated=\"FALSE\" DisplayName=\"Tipo Movimento\" ID=\"{ce1eb08a-e57c-47fb-a4e3-2cfc21e50ad0}\" StaticName=\"Tipo_x0020_Movimento\" Name=\"Tipo_x0020_Movimento\" MaxLength=\"255\" />","<Field Type=\"Text\" Calculated=\"FALSE\" DisplayName=\"Alterado por\" ID=\"{d5b8e445-82a9-465c-85c0-1e4d6dcf241a}\" StaticName=\"Alterado_x0020_por\" Name=\"Alterado_x0020_por\" MaxLength=\"255\" />","<Field Type=\"DateTime\" Calculated=\"FALSE\" DisplayName=\"Data\" ID=\"{e39792df-76da-4087-9d49-da79c0c06a49}\" StaticName=\"Data\" Name=\"Data\" Format=\"DateOnly\" CustomFormatter=\"\" Required=\"FALSE\" EnforceUniqueValues=\"FALSE\" Indexed=\"FALSE\" CalType=\"0\" FriendlyDisplayFormat=\"Disabled\" />","<Field Type=\"Text\" Calculated=\"FALSE\" DisplayName=\"Fornecedor\" ID=\"{2cddd3dc-f71c-43d1-9bec-ee41ba449ad0}\" StaticName=\"Fornecedor\" Name=\"Fornecedor\" MaxLength=\"255\" />","<Field Type=\"Text\" Calculated=\"FALSE\" DisplayName=\"Compromisso\" ID=\"{0c68fd1b-6cf0-4e97-a5a5-7c486963a3d9}\" StaticName=\"Compromisso\" Name=\"Compromisso\" MaxLength=\"255\" />","<Field Type=\"DateTime\" Calculated=\"FALSE\" DisplayName=\"Data Inicio da Faturação\" ID=\"{e654eead-8c54-410e-a4d8-6fa70bad1568}\" StaticName=\"Data_x0020_Inicio_x0020_da_x0020\" Name=\"Data_x0020_Inicio_x0020_da_x0020\" Format=\"DateOnly\" CustomFormatter=\"\" Required=\"FALSE\" EnforceUniqueValues=\"FALSE\" Indexed=\"FALSE\" CalType=\"0\" FriendlyDisplayFormat=\"Disabled\" />","<Field Type=\"DateTime\" Calculated=\"FALSE\" DisplayName=\"Data Fim da Faturação\" ID=\"{2389f80c-213a-4a8f-97f0-92aa6af55fe3}\" StaticName=\"Data_x0020_Fim_x0020_da_x0020_Fa\" Name=\"Data_x0020_Fim_x0020_da_x0020_Fa\" Format=\"DateOnly\" CustomFormatter=\"\" Required=\"FALSE\" EnforceUniqueValues=\"FALSE\" Indexed=\"FALSE\" CalType=\"0\" FriendlyDisplayFormat=\"Disabled\" />","<Field Type=\"Text\" Calculated=\"FALSE\" DisplayName=\"Gestor Interno\" ID=\"{7946566d-3f2c-44b7-ac47-1b53ad1e15d7}\" StaticName=\"Gestor_x0020_Interno\" Name=\"Gestor_x0020_Interno\" MaxLength=\"255\" />","<Field Type=\"Currency\" Calculated=\"FALSE\" DisplayName=\"Valor_Compromisso\" LCID=\"2070\" ID=\"{40172445-90be-4670-bbc0-85537734c94b}\" StaticName=\"Valor_Compromisso\" Name=\"Valor_Compromisso\" Decimals=\"2\" Max=\"922337203685477\" Min=\"-922337203685477\"><DefaultFormula /><Default>0</Default><DefaultFormulaValue /></Field>","<Field Type=\"Text\" Calculated=\"FALSE\" DisplayName=\"Estado_Interno\" ID=\"{f004c186-6992-426f-ab04-4c298fa8a39d}\" StaticName=\"Estado_Interno\" Name=\"Estado_Interno\" MaxLength=\"255\" />","<Field Type=\"Number\" Calculated=\"FALSE\" DisplayName=\"_OldID\" Decimals=\"0\" ID=\"{fe8dae64-6e76-4b1c-8bad-8b54dc03629c}\" StaticName=\"_OldID\" Name=\"_OldID\" Percentage=\"FALSE\" />","<Field Type=\"DateTime\" DisplayName=\"Data_Emissão_Fatura\" Required=\"FALSE\" EnforceUniqueValues=\"FALSE\" Indexed=\"FALSE\" Format=\"DateOnly\" FriendlyDisplayFormat=\"Disabled\" ID=\"{5440453a-88cd-4895-8e8c-df4be12f5d33}\" StaticName=\"Data_Emiss_x00e3_o_Fatura\" Name=\"Data_Emiss_x00e3_o_Fatura\" />","<Field Type=\"Text\" DisplayName=\"Assunto\" Required=\"FALSE\" EnforceUniqueValues=\"FALSE\" Indexed=\"FALSE\" MaxLength=\"255\" ID=\"{5dcd1bb5-90ce-43db-8720-2e4d5a10cd41}\" StaticName=\"Assunto\" Name=\"Assunto\" />","<Field DisplayName=\"Num_Compromisso\" Type=\"Calculated\" Calculated=\"TRUE\" ResultType=\"Text\" ID=\"{2ad44dbd-ee01-489f-a804-95e0ae76c1b8}\" StaticName=\"Num_Compromisso\" Name=\"Num_Compromisso\" ReadOnly=\"TRUE\"><Formula>=MID(Compromisso,5,10)</Formula><FieldRefs><FieldRef Name=\"Compromisso\" /></FieldRefs></Field>","<Field ID=\"{c042a256-787d-4a6f-8a8a-cf6ab767f12d}\" Type=\"Computed\" DisplayName=\"Tipo de Conteúdo\" Name=\"ContentType\" DisplaceOnUpgrade=\"TRUE\" RenderXMLUsingPattern=\"TRUE\" Sortable=\"FALSE\" SourceID=\"http://schemas.microsoft.com/sharepoint/v3\" StaticName=\"ContentType\" Group=\"_Hidden\" PITarget=\"MicrosoftWindowsSharePointServices\" PIAttribute=\"ContentTypeID\" FromBaseType=\"TRUE\"><FieldRefs><FieldRef Name=\"ContentTypeId\" /></FieldRefs><DisplayPattern><MapToContentType><Column Name=\"ContentTypeId\" /></MapToContentType></DisplayPattern></Field>"]}ID,Campo1,Nº Necessidade,Ano,Entidade Pagadora,Entidade Recetora,Edifício,Grupo,Nº Documento,Valor do Documento,Data Entrada,Tipo Movimento,Alterado por,Data,Fornecedor,Compromisso,Data Inicio da Faturação,Data Fim da Faturação,Gestor Interno,Num_Compromisso,Valor_Compromisso,Estado_Interno,Data_Emissão_Fatura,Assunto,Anexos
"32289","36 774","9 758","2023","PLANAPP","PLANAPP","Filipe Folque","Serviços informáticos","FT BS2023/35","9 102,00 €","25/10/2023","Aguarda validação","TAFONSO",,"510784356 - Barbasays – Design e Comunicação, Lda"," Nº: F252303077 - Valor: 91020 €","24/10/2023","24/10/2023",," F25230307",,,"24/10/2023",,"0"
"32290","35 963","9 221","2023","SGPCM => SGPCM => SGPCM => SGPCM => SGPCM => SGPCM => SGPCM","CIG => GMCT => GMH => GMI => PLANAPP => RECURSOS => SSI","Almeida Brandão - CIG => Barbosa du Bocage => Barbosa du Bocage => Defensores de Chaves => Filipe Folque => Palácio Foz => Rosa Araújo","Vigilância e segurança","FT FAC2023A/2863","46 694,45 €","04/10/2023","Envio do documento para DSF","PASILVA",,"501326456 - Prestibel-Empresa de Segurança S.A"," Nº: F252300969 - Valor: 420250,07 €","01/09/2023","30/09/2023",," F25230096",,,"30/09/2023",,"0"
"32291","35 883","10 998","2023","PLANAPP","PLANAPP","Filipe Folque","Jornais e Revistas","FT premium/442","66,00 €","03/10/2023","PAGO","TMARQUES",,"510914713 - O Observador On Time S.A."," Nº: F252302576 - Valor: 66 €","18/08/2023","18/08/2024",," F25230257",,,"23/08/2023",,"0"
"32292","35 827","8 434","2023","PLANAPP","PLANAPP","Filipe Folque","Serviços especializados","FT FAC/6080","4 857,89 €","29/09/2023","Aguarda validação","TAFONSO",,"513662332 - UNIPARTNER IT SERVICES, S.A."," Nº: F252300363 - Valor: 24486,84 €","29/09/2023","29/09/2023",," F25230036",,,"28/09/2023",,"0"
"32293","35 811","10 532","2023","PLANAPP","PLANAPP","Filipe Folque","Economato/estacionário","FT 2023A21/16862","227,60 €","28/09/2023","PAGO","TMARQUES",,"508831989 - OLMAR - ARTIGOS DE PAPELARIA LDA"," Nº: F252301986 - Valor: 313,43 €","02/06/2023","02/06/2023",," F25230198",,,"02/06/2023",,"0"
"32294","35 763","11 419","2023","PLANAPP","PLANAPP","Filipe Folque","Deslocações e estadas - Estrangeiro","2310101050","1 130,84 €","27/09/2023","PAGO","TMARQUES",,"503542016 - Clube Viajar"," Nº:  F252303180 - Valor: 1130,84 €","16/10/2023","16/10/2023",,"  F2523031",,,"27/09/2023",,"0"
"32295","35 731","10 300","2023","PLANAPP","PLANAPP",,"Locação de Viaturas","9960C23","516,60 €","26/09/2023","Envio do documento para DSF","LPINTO",,"502587652 - BENECAR - AUTOMÓVEIS, SA"," Nº: F252302801 - Valor: 2380,05 €","01/09/2023","30/09/2023",," F25230280",,,"22/09/2023",,"0"
"32296","35 753","9 811","2023","PLANAPP","PLANAPP","Filipe Folque","Formação","FT Q202301/1151","350,00 €","26/09/2023","Aguarda esclarecimento do requerente","TAFONSO",,"516480430 - INA - Instituto Nacional de Administração"," Nº: F252301564 - Valor: 20367,57 €","26/09/2023","26/09/2023",," F25230156",,,"26/09/2023",,"0"
"32297","35 754","9 811","2023","PLANAPP","PLANAPP","Filipe Folque","Formação","FT Q202301/1158","210,00 €","26/09/2023","Aguarda PLC","TMARQUES",,"516480430 - INA - Instituto Nacional de Administração"," Nº: F252301564 - Valor: 20367,57 €","26/09/2023","26/09/2023",," F25230156",,,"26/09/2023",,"0"
"32298","35 746","1 271","2023","SGPCM","PLANAPP","Filipe Folque","Serviços e consumíveis  de limpeza","NN B/31359","402,59 €","26/09/2023","PAGO","LUIS.GIL",,"506565165 - PRODYALCA – Comércio de Produtos Químicos, LDA."," Nº: F252300440 - Valor: 26281,1 €","21/09/2023","21/09/2023",," F25230044",,,"21/09/2023",,"0"
"32299","36 781","11 449","2023","PLANAPP","PLANAPP","Filipe Folque","Outros serviços","FT 13/2684","12 177,00 €","25/10/2023","Aguarda validação","TAFONSO",,"506887928 - CDICEP - CENTRAL DE INFORMAÇÃO COMUNICAÇÃO EVENTOS E PUBLICAÇÕES LDA"," Nº: F252303427 - Valor: 12177 €","24/10/2023","24/10/2023",," F25230342",,,"24/10/2023",,"0"
"32300","36 721","9 312","2023","PLANAPP","PLANAPP","Filipe Folque","Anúncios/Publicidade/Propaganda","ZPDT B3G3/9700512801","553,50 €","24/10/2023","Aguarda validação","TAFONSO",,"502265094 - PÚBLICO - Comunicação social S.A."," Nº: F252300424 - Valor: 2484,6 €","13/10/2023","13/10/2023",," F25230042",,,"24/10/2023",,"0"
"32301","36 724","9 312","2023","PLANAPP","PLANAPP","Filipe Folque","Anúncios/Publicidade/Propaganda","ZPDT B3G3/9700512799","553,50 €","24/10/2023","Aguarda validação","TAFONSO",,"502265094 - PÚBLICO - Comunicação social S.A."," Nº: F252300424 - Valor: 2484,6 €","06/10/2023","06/10/2023",," F25230042",,,"24/10/2023",,"0"
"32302","36 722","9 312","2023","PLANAPP","PLANAPP","Filipe Folque","Anúncios/Publicidade/Propaganda","ZPDT B3G3/9700512798","553,50 €","24/10/2023","Aguarda validação","TAFONSO",,"502265094 - PÚBLICO - Comunicação social S.A."," Nº: F252300424 - Valor: 2484,6 €","06/10/2023","06/10/2023",," F25230042",,,"24/10/2023",,"0"
"32303","36 723","9 312","2023","PLANAPP","PLANAPP","Filipe Folque","Anúncios/Publicidade/Propaganda","ZPDT B3G3/9700512800","553,50 €","24/10/2023","Aguarda validação","TAFONSO",,"502265094 - PÚBLICO - Comunicação social S.A."," Nº: F252300424 - Valor: 2484,6 €","13/10/2023","13/10/2023",," F25230042",,,"24/10/2023",,"0"
"32304","36 662","9 036","2023","SGPCM","PLANAPP","Filipe Folque","Água","FT 20230/02379028","37,46 €","23/10/2023","Aguarda PLC","LUIS.GIL",,"500906840 - EPAL Grupo Águas de Portugal"," Nº: F252302830 - Valor: 68900 €","06/09/2023","04/10/2023",," F25230283",,,"06/10/2023",,"0"
"32305","36 664","9 036","2023","SGPCM","PLANAPP","Filipe Folque","Água","FT 20230/02379032","34,25 €","23/10/2023","Aguarda PLC","LUIS.GIL",,"500906840 - EPAL Grupo Águas de Portugal"," Nº: F252302830 - Valor: 68900 €","06/09/2023","04/10/2023",," F25230283",,,"06/10/2023",,"0"
"32306","36 666","9 036","2023","SGPCM","PLANAPP","Filipe Folque","Água","FT 20230/02379036","59,20 €","23/10/2023","Aguarda PLC","LUIS.GIL",,"500906840 - EPAL Grupo Águas de Portugal"," Nº: F252302830 - Valor: 68900 €","06/09/2023","04/10/2023",," F25230283",,,"06/10/2023",,"0"
"32307","36 668","9 036","2023","SGPCM","PLANAPP","Filipe Folque","Água","FT 20230/02392061","343,67 €","23/10/2023","Aguarda PLC","LUIS.GIL",,"500906840 - EPAL Grupo Águas de Portugal"," Nº: F252302830 - Valor: 68900 €","06/09/2023","04/10/2023",," F25230283",,,"09/10/2023",,"0"
"32308","36 665","9 036","2023","SGPCM","PLANAPP","Filipe Folque","Água","FT 20230/02379034","28,00 €","23/10/2023","Aguarda PLC","LUIS.GIL",,"500906840 - EPAL Grupo Águas de Portugal"," Nº: F252302830 - Valor: 68900 €","06/09/2023","15/11/2023",," F25230283",,,"06/10/2023",,"0"
"32309","36 659","9 036","2023","SGPCM","PLANAPP","Filipe Folque","Água","FT 20230/02379025","13,71 €","23/10/2023","Aguarda PLC","LUIS.GIL",,"500906840 - EPAL Grupo Águas de Portugal"," Nº: F252302830 - Valor: 68900 €","06/09/2023","04/10/2023",," F25230283",,,"06/10/2023",,"0"
"32310","36 704","9 758","2023","PLANAPP","PLANAPP","Filipe Folque","Serviços informáticos","FT BS2023/34","9 102,00 €","23/10/2023","Aguarda intervenção do técnico","RUI.BERNARDINO",,"510784356 - Barbasays – Design e Comunicação, Lda"," Nº: F252303077 - Valor: 91020 €","23/10/2023","23/10/2023",," F25230307",,,"23/10/2023",,"0"
"32311","36 663","9 036","2023","SGPCM","PLANAPP","Filipe Folque","Água","FT 20230/02379030","62,57 €","23/10/2023","Aguarda PLC","LUIS.GIL",,"500906840 - EPAL Grupo Águas de Portugal"," Nº: F252302830 - Valor: 68900 €","06/09/2023","04/10/2023",," F25230283",,,"06/10/2023",,"0"
"32312","36 706","11 520","2023","PLANAPP","PLANAPP","Filipe Folque","Formação","FR 1001/260","100,00 €","23/10/2023","Aguarda intervenção do técnico","RUI.BERNARDINO",,"516768247 - ADA - Associação de Direito Administrativo"," Nº: F252303459 - Valor: 100 €","21/10/2023","21/10/2023",," F25230345",,,"21/10/2023",,"0"
"32313","36 656","9 036","2023","SGPCM","PLANAPP","Filipe Folque","Água","NC 20235/50023862","-86,28 €","23/10/2023","Aguarda PLC","LUIS.GIL",,"500906840 - EPAL Grupo Águas de Portugal"," Nº: F252302830 - Valor: 68900 €","06/09/2023","04/10/2023",," F25230283",,,"06/10/2023",,"0"
